0,0,544
0,16,544
0,32,544
0,48,544
0,64,544
0,80,544
0,96,544
0,112,544
0,128,544
0,144,544
0,160,544
0,176,544
0,192,544
0,208,544
0,224,544
0,240,544
0,256,544
0,272,544
0,304,544
0,288,544
0,320,544
0,336,544
0,352,544
0,368,544
0,384,544
0,400,544
0,416,544
0,432,544
0,448,544
0,464,544
0,480,544
0,496,544
0,512,544
0,528,544
0,544,544
0,560,544
0,576,544
0,592,544
0,608,544
0,624,544
0,640,544
0,656,544
0,672,544
0,688,544
0,704,544
0,720,544
0,736,544
0,752,544
0,768,544
1,304,480
1,336,480
1,368,480
5,320,480
7,432,512
8,608,512
7,608,480
0,784,544
0,800,544
0,816,544
0,832,544
0,848,544
0,864,544
0,880,544
0,896,544
0,912,544
0,928,544
0,944,544
0,960,544
0,976,544
0,992,544
0,1008,544
8,736,512
8,736,480
7,736,448
7,896,448
8,896,480
8,896,512
4,1008,432
0,1024,544
0,1040,544
0,1056,544
0,1072,544
0,1088,544
0,1104,544
0,1120,544
0,1168,544
0,1184,544
0,1200,544
0,1216,544
0,1232,544
0,1248,544
0,1264,544
0,1280,544
0,1296,544
0,1312,544
0,1344,544
0,1328,544
0,1360,544
0,1376,544
0,1392,544
0,1440,544
0,1456,544
0,1472,544
0,1488,544
0,1504,544
0,1520,544
0,1536,544
0,1552,544
0,1584,544
0,1568,544
0,1600,544
0,1616,544
0,1632,544
0,1648,544
0,1664,544
0,1680,544
0,1696,544
0,1712,544
0,1728,544
0,1744,544
0,1760,544
0,1776,544
0,1792,544
0,1808,544
0,1824,544
0,1840,544
0,1856,544
0,1872,544
0,1888,544
0,1904,544
0,1920,544
0,1936,544
0,1952,544
0,1968,544
0,1984,544
0,2000,544
0,2016,544
0,2032,544
0,2048,544
0,2064,544
0,2080,544
0,2096,544
6,1520,416
6,240,480
6,336,416
6,352,480
3,1520,480
1,1600,480
2,1616,480
1,1504,416
1,1488,416
1,1472,416
1,1408,416
1,1392,416
1,1376,416
1,1360,416
1,1344,416
1,1328,416
1,1312,416
1,1264,480
1,1296,480
5,1280,480
6,1696,480
6,1744,480
6,1792,480
5,1744,416
1,1904,416
1,1920,416
1,1936,416
1,2000,416
6,2016,416
6,2032,416
1,2048,416
0,2112,544
0,2128,544
0,2144,544
0,2160,544
0,2176,544
0,2208,544
0,2192,544
0,2224,544
0,2240,544
0,2256,544
0,2272,544
0,2288,544
1,2016,480
1,2032,480
4,2096,528
4,2112,528
4,2128,528
4,2144,528
4,2144,512
4,2128,512
4,2112,512
4,2128,496
4,2144,496
4,2144,480
4,2192,480
4,2192,496
4,2192,512
4,2192,528
4,2208,528
4,2208,512
4,2208,496
4,2224,512
4,2224,528
4,2240,528
0,2304,544
0,2320,544
0,2336,544
0,2352,544
0,2368,544
0,2384,544
0,2432,544
0,2448,544
0,2464,544
0,2480,544
0,2496,544
0,2512,544
0,2528,544
0,2544,544
0,2560,544
0,2576,544
0,2592,544
0,2608,544
0,2624,544
0,2640,544
0,2656,544
0,2672,544
0,2688,544
0,2704,544
0,2720,544
0,2736,544
0,2752,544
0,2768,544
0,2784,544
0,2800,544
0,2816,544
0,2832,544
0,2848,544
0,2864,544
0,2880,544
0,2896,544
0,2912,544
0,2928,544
0,2944,544
0,2960,544
0,2976,544
0,2992,544
0,3008,544
0,3024,544
0,3040,544
0,3056,544
0,3072,544
4,2320,528
4,2352,528
4,2336,528
4,2368,528
4,2384,528
4,2384,512
4,2384,496
4,2384,480
4,2368,480
4,2352,496
4,2336,512
4,2352,512
4,2368,512
4,2368,496
4,2432,528
4,2432,512
4,2432,496
4,2432,480
4,2448,496
4,2448,512
4,2448,528
4,2464,512
4,2464,528
4,2480,528
4,1856,480
7,2560,512
1,2640,480
1,2656,480
6,2672,480
1,2688,480
7,2816,512
4,2848,528
4,2864,528
4,2864,512
4,2880,528
4,2896,528
4,2912,528
4,2928,528
4,2944,528
4,2960,528
4,2976,528
4,2976,512
4,2880,512
4,2896,496
4,2880,496
4,2896,480
4,2912,464
4,2928,448
4,2944,432
4,2960,416
4,2976,416
4,2976,432
4,2976,448
4,2976,464
4,2976,480
4,2976,496
4,2960,432
4,2944,448
4,2960,448
4,2960,464
4,2944,464
4,2928,464
4,2928,480
4,2912,480
4,2944,480
4,2960,480
4,2960,496
4,2944,496
4,2928,496
4,2912,496
4,2912,512
4,2896,512
4,2928,512
4,2944,512
4,2960,512
0,3104,544
0,3088,544
0,3120,544
0,3136,544
0,3152,544
0,3168,544
0,3184,544
0,3200,544
0,3216,544
0,3232,544
0,3248,544
0,3264,544
0,3280,544
0,3296,544
0,3312,544
0,3328,544
0,3344,544
0,3360,544
4,3120,528
