0,16,544
0,32,544
0,48,544
0,64,544
0,80,544
0,96,544
0,112,544
0,128,544
0,144,544
0,160,544
0,176,544
0,192,544
0,208,544
0,224,544
0,240,544
0,256,544
0,272,544
0,288,544
0,304,544
0,320,544
0,336,544
0,352,544
0,368,544
0,384,544
0,400,544
0,416,544
0,432,544
0,448,544
0,464,544
0,480,544
0,496,544
0,512,544
0,528,544
0,560,544
0,544,544
0,576,544
0,592,544
0,608,544
0,624,544
0,640,544
0,656,544
0,672,544
0,688,544
0,704,544
0,720,544
1,304,528
1,320,512
1,320,528
1,336,528
1,336,512
1,352,512
1,352,528
1,352,496
1,336,496
1,352,480
1,368,480
1,368,496
1,368,512
1,368,528
1,384,480
1,400,480
1,416,480
1,464,480
1,480,480
1,448,432
1,464,432
1,480,432
1,496,432
1,512,432
6,528,432
6,544,432
1,560,432
1,576,432
1,592,432
0,736,544
0,752,544
0,768,544
0,784,544
0,800,544
0,816,544
0,832,544
0,848,544
0,880,544
0,864,544
0,896,544
0,912,544
0,928,544
0,944,544
0,960,544
0,976,544
0,992,544
0,1008,544
0,1024,544
1,656,464
1,672,464
1,688,464
1,704,464
1,736,464
1,752,464
3,720,464
1,816,432
1,832,432
1,848,432
1,880,432
1,864,432
1,896,432
1,912,432
1,928,432
1,944,432
1,960,432
1,832,512
1,848,496
1,864,480
1,864,496
1,864,512
1,848,512
1,880,480
1,880,496
1,880,512
1,896,480
1,896,512
1,896,496
1,960,480
1,960,496
1,960,512
1,976,512
1,976,496
1,992,512
0,1040,544
0,1056,544
0,1072,544
0,1088,544
0,1104,544
0,1120,544
0,1136,544
0,1152,544
0,1168,544
0,1184,544
0,1200,544
0,1216,544
1,976,480
1,992,496
1,1008,512
1,1008,480
1,992,480
1,1008,496
1,1024,512
1,1024,496
1,1040,512
2,928,480
4,704,496
4,880,384
4,896,384
0,1232,544
0,1248,544
0,1264,544
0,1280,544
0,1344,544
0,1360,544
0,1376,544
0,1392,544
0,1408,544
0,1424,544
0,1456,544
0,1440,544
0,1472,544
0,1520,544
0,1536,544
0,1584,544
0,1600,544
0,1648,544
0,1280,528
0,1280,512
0,1280,496
0,1280,480
0,1280,464
0,1264,464
0,1264,480
0,1264,496
0,1264,512
0,1264,528
0,1248,480
0,1248,496
0,1248,512
0,1248,528
0,1232,496
0,1232,512
0,1232,528
0,1216,512
0,1216,528
0,1200,528
0,1344,528
0,1344,512
0,1344,496
0,1344,480
0,1360,496
0,1360,512
0,1360,528
0,1376,528
0,1376,512
0,1392,528
0,1664,544
0,1680,544
0,1696,544
0,1712,544
0,1728,544
0,1744,544
0,1760,544
0,1776,544
0,1792,544
0,1808,544
1,1296,400
1,1312,400
1,1328,400
2,1312,416
3,1312,416
3,1312,368
1,496,480
1,512,480
7,1456,512
8,1520,512
7,1520,480
8,1584,512
8,1584,496
8,1584,464
7,1584,448
8,1648,512
8,1648,480
8,1648,448
7,1648,416
1,1680,368
1,1696,368
1,1712,368
1,1776,368
1,1760,368
1,1744,496
1,1760,496
1,1776,448
1,1792,448
1,1808,400
1,1824,400
1,1840,400
1,1856,400
1,1872,400
1,1904,400
1,1888,400
5,1856,352
5,1872,352
5,1888,352
5,1904,352
1,1920,400
1,1936,400
1,1952,400
1,1968,400
1,1984,400
1,2000,400
1,2016,400
1,2032,400
1,2048,400
3,1952,352
3,1968,352
3,1984,352
0,1824,544
0,1824,528
0,1840,528
0,1840,544
0,1840,512
0,1856,496
0,1856,512
0,1872,496
0,1872,480
0,1888,464
0,1888,480
0,1904,464
0,1920,464
0,1936,464
0,1952,464
0,1968,464
0,1984,464
0,2000,464
0,2000,480
0,2016,480
0,2016,496
0,2032,496
0,2032,512
0,2048,512
0,2048,528
0,2064,528
0,2064,544
0,2080,544
3,1936,416
4,1952,416
4,2096,496
0,2096,544
0,2112,544
0,2128,544
0,2144,544
0,2160,544
0,2176,544
0,2192,544
0,2208,544
0,2224,544
0,2240,544
0,2256,544
0,2272,544
0,2288,544
0,2304,544
0,2304,528
0,2304,512
0,2304,496
0,2304,480
0,2304,464
0,2288,464
0,2272,480
0,2272,496
0,2256,496
0,2240,512
0,2224,528
0,2256,528
0,2240,528
0,2256,512
0,2272,512
0,2272,528
0,2288,528
0,2288,512
0,2288,496
0,2288,480
1,2352,528
1,2368,528
1,2400,496
1,2432,496
1,2416,496
1,2464,464
1,2480,464
1,2512,496
1,2528,496
1,2544,496
1,2576,528
1,2592,528
1,2320,416
1,2336,416
1,2352,416
1,2368,416
1,2384,416
1,2400,416
1,2416,416
1,2432,416
1,2448,416
1,2496,416
1,2512,416
1,2528,416
1,2544,416
1,2560,416
1,2576,416
1,2592,416
1,2624,416
1,2608,416
1,2608,496
1,2624,496
1,2640,464
1,2656,464
1,2672,432
1,2688,432
1,2704,448
1,2720,464
1,2720,448
1,2736,464
1,2736,480
1,2752,480
1,2752,496
1,2768,496
1,2768,512
1,2784,512
1,2784,528
1,2800,528
0,2816,544
0,2800,544
0,2832,544
0,2848,544
0,2864,544
0,2880,544
0,2896,544
0,2912,544
0,2928,544
0,2960,544
0,2944,544
0,2976,544
0,2992,544
0,3008,544
0,3024,544
0,3040,544
0,3056,544
3,1664,368
4,2992,528
4,3008,528
4,3024,528
4,3040,528
4,3056,528
4,3056,512
4,3056,496
4,3056,480
4,3056,464
4,3056,448
4,3056,432
4,3040,448
4,3024,464
4,3008,480
